0.9921::teamplaysinleague(georgewashingtonuniversityselliottschool, international).
1.0::athleteplaysinleague(dannyfortson, nba).
0.902::athleteplaysinleague(melott, nfl).
1.0::athleteplaysinleague(tracymcgrady, nba).
1.0::athleteplaysinleague(antawnjamison, nba).
0.9999::athleteplaysinleague(steveslaton, nfl).
1.0::athleteplaysinleague(bobjones, nba).
0.9960::athleteplaysinleague(daleearnhardt, nascar).
0.975::athleteplaysinleague(lendawson, nfl).
0.9843::athleteplaysinleague(gamel, mlb).
1.0::athleteplaysinleague(hassanadams, nba).
0.9999::athleteplaysinleague(stevefrancis, nba).
0.9671::athleteplaysinleague(allanhouston, nba).
0.902::athleteplaysinleague(adamkennedy, nfl).
0.987::athleteplaysinleague(davidriske, mlb).
1.0::athleteplaysinleague(danielewing, nba).
1.0::athleteplaysinleague(timduncan, nba).
1.0::athleteplaysinleague(jimjackson, nba).
0.9938::athleteplaysinleague(pjbrown, mlb).
1.0::athleteplaysinleague(thabosefolosha, nba).
0.948::athleteplaysinleague(chrislambert, mlb).
0.9795::athleteplaysinleague(mathiaskiwanuka, nfl).
1.0::athleteplaysinleague(calvinbooth, nba).
1.0::athleteplaysinleague(desmondmason, nba).
0.902::athleteplaysinleague(stanmusial, nfl).
1.0::athleteplaysinleague(jumainejones, nba).
1.0::athleteplaysinleague(ericpiatkowski, nba).
0.902::athleteplaysinleague(carlhubbell, nfl).
1.0::athleteplaysinleague(rajonrondo, nba).
1.0::athleteplaysinleague(ersanilyasova, nba).
0.9921::athleteplaysinleague(joeylogano, nascar).
0.9999::athleteplaysinleague(delthaoneal, nba).
0.948::athleteplaysinleague(dwaynejarrett, nfl).
1.0::athleteplaysinleague(damienwilkins, nba).
0.9969::athleteplaysinleague(evalongoria, mlb).
0.9999::athleteplaysinleague(ryannewman, nascar).
1.0::athleteplaysinleague(lamarcusaldridge, nba).
0.9951::athleteplaysinleague(hustonstreet, mlb).
0.9999::athleteplaysinleague(barrysanders, nfl).
0.9933::athleteplaysinleague(joeinglett, mlb).
0.9999::athleteplaysinleague(mikeaviles, mlb).
1.0::athleteplaysinleague(andrewbogut, nba).
0.902::athleteplaysinleague(markmcgwireandsammysosa, nfl).
0.9988::athleteplaysinleague(vincecarter, nba).
1.0::athleteplaysinleague(adonalfoyle, nba).
1.0::athleteplaysinleague(antoniodaniels, nba).
1.0::athleteplaysinleague(dangadzuric, nba).
0.9375::athleteplaysinleague(brianbroderick, mlb).
0.9999::athleteplaysinleague(randymoss, nfl).
1.0::athleteplaysinleague(vassilisspanoulis, nba).
0.9958::athleteplaysinleague(faustocarmona, mlb).
0.902::athleteplaysinleague(wadeboggs, mlb).
0.987::athleteplaysinleague(chienmingwang, mlb).
0.902::athleteplaysinleague(redgrange, nfl).
1.0::athleteplaysinleague(cococrisp, mlb).
1.0::athleteplaysinleague(jamiemoyer, mlb).
1.0::athleteplaysinleague(chuckyatkins, nba).
0.9470::athleteplaysinleague(anthonysmith, nfl).
0.902::athleteplaysinleague(ericdickerson, nfl).
0.9999::athleteplaysinleague(paugasol, nba).
1.0::athleteplaysinleague(jeremyshockey, nfl).
0.948::athleteplaysinleague(goosegossage, mlb).
0.9935::athleteplaysinleague(johngrabow, mlb).
1.0::athleteplaysinleague(benwallace, nba).
0.941::athleteplaysinleague(warrensapp, nfl).
0.9958::athleteplaysinleague(honuswagner, mlb).
1.0::athleteplaysinleague(emekaokafor, nba).
0.9770::athleteplaysinleague(brianbrohm, nfl).
1.0::athleteplaysinleague(solomonjones, nba).
1.0::athleteplaysinleague(brandonbass, nba).
0.9999::athleteplaysinleague(kylebusch, nascar).
0.9999::athleteplaysinleague(iverson, nba).
0.9999::athleteplaysinleague(sprewell, nba).
0.9540::athleteplaysinleague(kevinmcreynolds, mlb).
0.95::athleteplaysinleague(sinoricemoss, ncaa).
1.0::athleteplaysinleague(dye, mlb).
0.9677::athleteplaysinleague(joebeimel, mlb).
0.9755::athleteplaysinleague(brettfavre, nfl).
0.9999::athleteplaysinleague(emmittsmith, nfl).
1.0::athleteplaysinleague(gregoden, nba).
0.975::athleteplaysinleague(frantarkenton, nfl).
0.9999::athleteplaysinleague(drewwilly, nba).
1.0::athleteplaysinleague(franciscogarcia, nba).
1.0::athleteplaysinleague(andersonvarejao, nba).
0.9999::athleteplaysinleague(tayshaunprince, nba).
0.9999::athleteplaysinleague(jefffrancoeur, mlb).
0.948::athleteplaysinleague(felixhernandez, majorleaguebaseball).
1.0::athleteplaysinleague(daledavis, nba).
1.0::athleteplaysinleague(damonstoudamire, nba).
0.9999::athleteplaysinleague(mcgahee, nfl).
0.9999::athleteplaysinleague(chadjohnson, nfl).
0.987::athleteplaysinleague(brianshouse, mlb).
1.0::athleteplaysinleague(noelfelix, nba).
1.0::athleteplaysinleague(joshboone, nba).
0.9375::athleteplaysinleague(davidragan, nascar).
0.9687::athleteplaysinleague(michaelschumacher, formulaone).
0.9999::athleteplaysinleague(michaelclayton, mlb).
0.9540::athleteplaysinleague(riphamilton, nba).
0.9999::athleteplaysinleague(ellsbury, mlb).
0.9999::athleteplaysinleague(kurtbusch, nascar).
1.0::athleteplaysinleague(amarestoudemire, nba).
0.9470::athleteplaysinleague(tommieagee, mlb).
1.0::athleteplaysinleague(antoinewright, nba).
0.95::athleteplaysinleague(maddux, mlb).
1.0::athleteplaysinleague(jaketsakalidis, nba).
1.0::athleteplaysinleague(alhorford, nba).
1.0::athleteplaysinleague(duhon, nba).
0.9999::athleteplaysinleague(kaseykahne, nascar).
0.951::athleteplaysinleague(calvinjohnson, nfl).
1.0::athleteplaysinleague(willbynum, nba).
1.0::athleteplaysinleague(stephengraham, nba).
0.9999::athleteplaysinleague(carsonpalmer, nfl).
0.9960::athleteplaysinleague(billelliott, nascar).
0.9999::athleteplaysinleague(priestholmes, nfl).
1.0::athleteplaysinleague(alexramirez, mlb).
1.0::athleteplaysinleague(braceywright, nba).
0.9999::athleteplaysinleague(mattkenseth, nascar).
0.9935::athleteplaysinleague(scottkazmir, mlb).
0.9755::athleteplaysinleague(drewbrees, nfl).
1.0::athleteplaysinleague(jefffoster, nba).
0.9999::athleteplaysinleague(junichitazawa, mlb).
0.948::athleteplaysinleague(christymathewson, nfl).
1.0::athleteplaysinleague(cjmiles, nba).
0.948::athleteplaysinleague(reggienelson, nfl).
1.0::athleteplaysinleague(caronbutler, nba).
0.9999::athleteplaysinleague(miller, nba).
0.9765::athleteplaysinleague(tjford, nba).
0.9999::athleteplaysinleague(jeffsuppan, mlb).
1.0::athleteplaysinleague(tonyclark, mlb).
1.0::athleteplaysinleague(dwaynewade, nba).
1.0::athleteplaysinleague(marcuscamby, nba).
0.987::athleteplaysinleague(ccsabathia, mlb).
1.0::athleteplaysinleague(brandonroy, nba).
1.0::athleteplaysinleague(eduardonajera, nba).
0.9755::athleteplaysinleague(derrickturnbow, mlb).
0.9375::athleteplaysinleague(jefffassero, mlb).
0.9687::athleteplaysinleague(brandonkintzler, mlb).
1.0::athleteplaysinleague(jorgegarbajosa, nba).
0.9999::athleteplaysinleague(waynegretzky, nhl).
0.9921::athleteplaysinleague(favre, nfl).
1.0::athleteplaysinleague(aljefferson, nba).
0.9921::athleteplaysinleague(jjyeley, nascar).
1.0::athleteplaysinleague(richgannon, nfl).
0.9590::athleteplaysinleague(derekhagan, nfl).
1.0::athleteplaysinleague(deebrown, nba).
0.9960::athleteplaysinleague(jeffburton, nascar).
1.0::athleteplaysinleague(sidneycrosbyandevgenimalkin, nhl).
0.9999::athleteplaysinleague(clintonportis, nfl).
0.9470::athleteplaysinleague(jasonbrown, nfl).
1.0::athleteplaysinleague(darkomilicic, nba).
0.987::athleteplaysinleague(justinverlander, mlb).
1.0::athleteplaysinleague(dwighthoward, nba).
0.9795::athleteplaysinleague(erniesims, nfl).
1.0::athleteplaysinleague(dorellwright, nba).
1.0::athleteplaysinleague(davidnoel, nba).
1.0::athleteplaysinleague(yaoming, nba).
0.9921::athleteplaysinleague(jamiemcmurray, nascar).
0.9470::athleteplaysinleague(salmaglie, nfl).
0.993::athleteplaysinleague(joseceda, mlb).
0.9810::athleteplaysinleague(stephonmarbury, nba).
0.9999::athleteplaysinleague(zydrunasilgauskas, nba).
0.9843::athleteplaysinleague(daleearnhardtjr, nascar).
1.0::athleteplaysinleague(alexacker, nba).
1.0::athleteplaysinleague(guillermodiaz, nba).
1.0::athleteplaysinleague(gordangiricek, nba).
1.0::athleteplaysinleague(jakevoskuhl, nba).
0.9999::athleteplaysinleague(brees, nfl).
0.9540::athleteplaysinleague(franklyngerman, nhl).
0.9999::athleteplaysinleague(granger, nba).
1.0::athleteplaysinleague(dariusmiles, nba).
1.0::athleteplaysinleague(djmbenga, nba).
1.0::athleteplaysinleague(conorjackson, mlb).
0.9999::athleteplaysinleague(tomseaver, mlb).
1.0::athleteplaysinleague(juliushodge, nba).
1.0::athleteplaysinleague(jarroncollins, nba).
1.0::athleteplaysinleague(waynesimien, nba).
1.0::athleteplaysinleague(garypayton, nba).
1.0::athleteplaysinleague(markbrunell, nfl).
0.9758::athleteplaysinleague(yijianlian, nba).
1.0::athleteplaysinleague(drewgooden, nba).
0.9999::athleteplaysinleague(crosby, nhl).
1.0::athleteplaysinleague(kobebryant, nba).
0.9590::athleteplaysinleague(devinhester, nfl).
1.0::athleteplaysinleague(bobbysimmons, nba).
1.0::athleteplaysinleague(charlievillanueva, nba).
0.953::athleteplaysinleague(natedavis, nfl).
0.929::athleteplaysinleague(shaq, nba).
0.9999::athleteplaysinleague(andrejohnson, nfl).
0.9375::athleteplaysinleague(rickyjeanfrancois, nfl).
0.9935::athleteplaysinleague(jasonfrasor, mlb).
1.0::athleteplaysinleague(briancardinal, nba).
1.0::athleteplaysinleague(imeudoka, nba).
0.9902::athleteplaysinleague(jorgedelarosa, mlb).
1.0::athleteplaysinleague(seanmay, nba).
1.0::athleteplaysinleague(raymondfelton, nba).
0.9375::athleteplaysinleague(ajallmendinger, nascar).
0.9938::athleteplaysinleague(bonds, mlb).
1.0::athleteplaysinleague(cheiksamb, nba).
0.9843::athleteplaysinleague(gregbiffle, nascar).
0.9980::athleteplaysinleague(clintbowyer, nascar).
1.0::athleteplaysinleague(jermaineoneal, nba).
1.0::athleteplaysinleague(lukeschenscher, nba).
1.0::athleteplaysinleague(paulmillsap, nba).
0.9999::athleteplaysinleague(shawnmarion, nba).
0.9980::athleteplaysinleague(carledwards, nascar).
0.9999::athleteplaysinleague(clydedrexler, nba).
0.9687::athleteplaysinleague(juanpablomontoya, nascar).
0.9590::athleteplaysinleague(deucelutui, nfl).
0.9440::athleteplaysinleague(rogershornsby, nfl).
1.0::athleteplaysinleague(austincroshere, nba).
0.9999::athleteplaysinleague(joeblanton, mlb).
1.0::athleteplaysinleague(awveestorey, nba).
1.0::athleteplaysinleague(glenndavis, mlb).
1.0::athleteplaysinleague(zito, mlb).
1.0::athleteplaysinleague(dirknowitzki, nba).
1.0::athleteplaysinleague(scottstevens, nhl).
1.0::athleteplaysinleague(davidwest, nba).
1.0::athleteplaysinleague(cedricsimmons, nba).
0.9999::athleteplaysinleague(michaelbeasley, nba).
0.9795::athleteplaysinleague(steveyoung, nfl).
0.9687::athleteplaysinleague(terrylabonte, nascar).
0.9999::athleteplaysinleague(luisscola, nba).
0.9590::athleteplaysinleague(bobbycarpenter, nfl).
0.9375::athleteplaysinleague(kevindurant, nba).
0.9999::athleteplaysinleague(erniebanks, mlb).
0.9286::athleteplaysinleague(manuginobili, nba).
0.9999::athleteplaysinleague(jeffsamardzija, mlb).
1.0::athleteplaysinleague(yakhoubadiawara, nba).
1.0::athleteplaysinleague(nene, nba).
0.9375::athleteplaysinleague(reedsorenson, nascar).
0.9935::athleteplaysinleague(mikemussina, mlb).
1.0::athleteplaysinleague(bobsura, nba).
1.0::athleteplaysinleague(dwaynejones, nba).
0.9735::athleteplaysinleague(uguethurbina, mlb).
1.0::athleteplaysinleague(chuckhayes, nba).
0.9440::athleteplaysinleague(sosa, mlb).
0.9510::athleteplaysinleague(michaelredd, nba).
1.0::athleteplaysinleague(jalenrose, nba).
0.9999::athleteplaysinleague(vinceyoung, nfl).
1.0::athleteplaysinleague(alexanderjohnson, nba).
0.9999::athleteplaysinleague(chrishenry, nfl).
1.0::athleteplaysinleague(allanray, nba).
1.0::athleteplaysinleague(alharrington, nba).
0.902::athleteplaysinleague(quarterbackbrettfavre, nfl).
0.953::athleteplaysinleague(bengraham, nfl).
0.9999::athleteplaysinleague(andruwjones, mlb).
1.0::athleteplaysinleague(andreiguodala, nba).
0.95::athleteplaysinleague(peavy, mlb).
0.9999::athleteplaysinleague(daisukematsuzaka, mlb).
0.953::athleteplaysinleague(darrencollison, nhl).
1.0::athleteplaysinleague(mickaelgelabale, nba).
1.0::athleteplaysinleague(johnthomas, nba).
0.902::athleteplaysinleague(ronniebrown, nfl).
1.0::athleteplaysinleague(shaqoneal, nba).
1.0::athleteplaysinleague(josejuanbarea, nba).
1.0::athleteplaysinleague(bonziwells, nba).
1.0::athleteplaysinleague(sharrodford, nba).
1.0::athleteplaysinleague(jamaalmagloire, nba).
0.9765::athleteplaysinleague(walterpayton, nfl).
0.9999::athleteplaysinleague(terrellowens, nfl).
0.948::athleteplaysinleague(fredlewis, nfl).

0.9999::teamplaysagainstteam(floridagatorsbasketball, seminoles).
0.9999::teamplaysagainstteam(floridagatorsbasketball, alabamacrimsontide).
0.9687::teamplaysagainstteam(baltimorecoltsinsuperbowliii, newyorkjets).
1.0::teamplaysagainstteam(louiscardinals, astroslastnight).
0.9999::teamplaysagainstteam(louiscardinals, redsoxthisseason).
0.9994::teamplaysagainstteam(louiscardinals, pirates).
0.9687::teamplaysagainstteam(louiscardinals, atlantabravesspringtraining).
0.9375::teamplaysagainstteam(louiscardinals, twins).
1.0::teamplaysagainstteam(louiscardinals, dodgers).
1.0::teamplaysagainstteam(louiscardinals, chicagocubsbaseball).
1.0::teamplaysagainstteam(louiscardinals, redsox).
1.0::teamplaysagainstteam(louiscardinals, newyorkmets).
0.9687::teamplaysagainstteam(louiscardinals, yankees).
0.9535::teamplaysagainstteam(habs, bruins).
1.0::teamplaysagainstteam(carolina, cardinals).
1.0::teamplaysagainstteam(carolina, buccaneers).
1.0::teamplaysagainstteam(carolina, packers).
0.9965::teamplaysagainstteam(carolina, arizonacardinals).
0.9921::teamplaysagainstteam(carolina, falcons).
0.9843::teamplaysagainstteam(carolina, sdchargers).
0.9687::teamplaysagainstteam(carolina, pittsburghsteelerssunday).
0.9687::teamplaysagainstteam(carolina, dallascowboys).
0.9687::teamplaysagainstteam(carolina, detroitlions).
0.9375::teamplaysagainstteam(carolina, minnesotavikings).
1.0::teamplaysagainstteam(carolina, philadelphiaeagles).
1.0::teamplaysagainstteam(carolina, newyorkjets).
0.9921::teamplaysagainstteam(carolina, new).
0.9998::teamplaysagainstteam(islanders, pittsburghpenguins).
0.9996::teamplaysagainstteam(islanders, rangers).
0.9921::teamplaysagainstteam(islanders, devils).
0.9921::teamplaysagainstteam(islanders, montrealcanadiens).
0.9687::teamplaysagainstteam(islanders, tampabaylightning).
0.9375::teamplaysagainstteam(islanders, carolinahurricaneshockey).
0.9375::teamplaysagainstteam(islanders, ottawasenators).
0.9960::teamplaysagainstteam(islanders, philadelphiaflyers).
0.9375::teamplaysagainstteam(islanders, newjerseydevils).
0.9375::teamplaysagainstteam(miamimarlins, chicagocubsbaseball).
1.0::teamplaysagainstteam(italy, germany).
0.9999::teamplaysagainstteam(italy, brazil).
1.0::teamplaysagainstteam(milwaukeebraves, yankees).
1.0::teamplaysagainstteam(twins, chicagowhitesox).
1.0::teamplaysagainstteam(twins, redsoxthisseason).
0.9968::teamplaysagainstteam(twins, mariners).
0.9953::teamplaysagainstteam(twins, atlantabravesspringtraining).
0.9999::teamplaysagainstteam(twins, whitesox).
0.9998::teamplaysagainstteam(twins, brewers).
0.9921::teamplaysagainstteam(twins, royals).
0.9939::teamplaysagainstteam(twins, baltimoreorioles).
0.9923::teamplaysagainstteam(twins, rangers).
0.9375::teamplaysagainstteam(twins, detroittigers).
0.9960::teamplaysagainstteam(twins, newyorkmets).
1.0::teamplaysagainstteam(twins, clevelandindians).
0.9687::teamplaysagainstteam(twins, texasrangers).
0.9998::teamplaysagainstteam(twins, tampabaydevilrays).
1.0::teamplaysagainstteam(twins, redsox).
1.0::teamplaysagainstteam(twins, indians).
1.0::teamplaysagainstteam(twins, yankees).
0.9998::teamplaysagainstteam(twins, bluejays).
0.9926::teamplaysagainstteam(twins, dodgers).
0.9978::teamplaysagainstteam(twins, bostonredsox).
0.9375::teamplaysagainstteam(twins, chicagocubsbaseball).
0.9999::teamplaysagainstteam(rutgerscamdenscarletraptors, princetondevilrays).
1.0::teamplaysagainstteam(houstontexans, dallascowboys).
1.0::teamplaysagainstteam(houstontexans, oaklandraiders).
1.0::teamplaysagainstteam(houstontexans, bears).
1.0::teamplaysagainstteam(houstontexans, baltimorecolts).
0.9999::teamplaysagainstteam(houstontexans, titans).
0.9999::teamplaysagainstteam(houstontexans, jaguars).
0.9999::teamplaysagainstteam(houstontexans, clevelandbrowns).
0.9999::teamplaysagainstteam(houstontexans, pittsburghsteelerssunday).
0.9993::teamplaysagainstteam(houstontexans, kansascitychiefs).
0.9990::teamplaysagainstteam(houstontexans, sdchargers).
0.9990::teamplaysagainstteam(houstontexans, broncos).
0.9960::teamplaysagainstteam(houstontexans, bengals).
0.9843::teamplaysagainstteam(houstontexans, minnesotavikings).
0.9843::teamplaysagainstteam(houstontexans, packers).
0.9687::teamplaysagainstteam(houstontexans, falcons).
0.9687::teamplaysagainstteam(houstontexans, washingtonredskinslast).
0.9375::teamplaysagainstteam(houstontexans, seahawks).
0.9980::teamplaysagainstteam(houstontexans, newenglandpatriots).
1.0::teamplaysagainstteam(houstontexans, jacksonvillejaguars).
0.9999::teamplaysagainstteam(houstontexans, newyorkjets).
0.9997::teamplaysagainstteam(houstontexans, new).
0.9375::teamplaysagainstteam(houstontexans, miamidolphinsfootballteam).
0.9999::teamplaysagainstteam(indians, redsoxthisseason).
1.0::teamplaysagainstteam(indians, bostonbraves).
0.9967::teamplaysagainstteam(indians, mariners).
0.9993::teamplaysagainstteam(indians, atlantabravesspringtraining).
0.9375::teamplaysagainstteam(indians, tampa).
0.9998::teamplaysagainstteam(indians, royals).
1.0::teamplaysagainstteam(indians, baltimoreorioles).
1.0::teamplaysagainstteam(indians, chicagowhitesox).
1.0::teamplaysagainstteam(indians, detroittigers).
0.9996::teamplaysagainstteam(indians, twins).
1.0::teamplaysagainstteam(indians, pirates).
1.0::teamplaysagainstteam(indians, whitesox).
0.9858::teamplaysagainstteam(indians, cardinals).
0.9824::teamplaysagainstteam(indians, narizonadiamondbacks).
1.0::teamplaysagainstteam(indians, coloradorockies).
0.9687::teamplaysagainstteam(indians, houstonastros).
0.9999::teamplaysagainstteam(indians, redsox).
0.9990::teamplaysagainstteam(indians, dodgers).
1.0::teamplaysagainstteam(indians, atlantabraves).
0.9502::teamplaysagainstteam(indians, marlins).
0.9677::teamplaysagainstteam(indians, texasrangers).
0.9921::teamplaysagainstteam(indians, tampabaydevilrays).
1.0::teamplaysagainstteam(indians, yankees).
1.0::teamplaysagainstteam(indians, newyorkjets).
1.0::teamplaysagainstteam(indians, bostonredsox).
0.9921::teamplaysagainstteam(indians, chicagocubsbaseball).
0.9687::teamplaysagainstteam(indians, tampabayrays).
1.0::teamplaysagainstteam(carolinapanthers, eagles).
1.0::teamplaysagainstteam(carolinapanthers, seahawks).
0.9864::teamplaysagainstteam(carolinapanthers, arizonacardinals).
0.9843::teamplaysagainstteam(carolinapanthers, bears).
0.9714::teamplaysagainstteam(carolinapanthers, cardinals).
0.9281::teamplaysagainstteam(carolinapanthers, buccaneers).
1.0::teamplaysagainstteam(carolinapanthers, newenglandpatriots).
0.9980::teamplaysagainstteam(carolinapanthers, rams).
0.9843::teamplaysagainstteam(carolinapanthers, newyorkjets).
0.9375::teamplaysagainstteam(carolinapanthers, new).
0.9944::teamplaysagainstteam(bills, broncos).
0.9999::teamplaysagainstteam(bills, bengals).
0.9960::teamplaysagainstteam(bills, pittsburghsteelerssunday).
0.9687::teamplaysagainstteam(bills, seahawks).
0.9994::teamplaysagainstteam(bills, dallascowboys).
0.9995::teamplaysagainstteam(bills, pats).
0.9980::teamplaysagainstteam(bills, minnesotavikings).
0.9687::teamplaysagainstteam(bills, titans).
1.0::teamplaysagainstteam(bills, washingtonredskinslast).
1.0::teamplaysagainstteam(bills, sdchargers).
0.9999::teamplaysagainstteam(bills, kansascitychiefs).
0.9990::teamplaysagainstteam(bills, baltimorecolts).
0.9989::teamplaysagainstteam(bills, clevelandbrowns).
0.9971::teamplaysagainstteam(bills, rams).
1.0::teamplaysagainstteam(bills, newenglandpatriots).
1.0::teamplaysagainstteam(bills, newyorkjets).
