,Entity,Iteration,Probability,Relation,Value
8548,concept:sportsteam:cubs,850,0.9992712881644767,concept:teamwontrophy,concept:awardtrophytournament:world_series_title
8549,concept:sportsteam:cubs,850,0.9921875,concept:teamwontrophy,concept:awardtrophytournament:nl_central
8550,concept:sportsteam:cubs,850,0.9375,concept:teamwontrophy,concept:awardtrophytournament:national_league_championship_series
8551,concept:sportsteam:cubs,850,0.9375,concept:teamwontrophy,concept:awardtrophytournament:division_title
8552,concept:sportsteam:catholic_university,850,0.96875,concept:teamplaysincity,concept:city:washington
8553,concept:sportsteam:nyu_violets,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
8554,concept:sportsteam:southern_mississippi_golden_eagles,850,0.9921875,concept:teamplaysinleague,concept:sportsleague:ncaa
8555,concept:sportsteam:longwood_lancers,850,0.99993896484375,concept:teamplaysinleague,concept:sportsleague:ncaa
8556,concept:sportsteam:appalachian_state_mountaineers,850,0.9999961853027344,concept:teamplaysinleague,concept:sportsleague:ncaa
8557,concept:sportsteam:minneapolis_lakers,850,0.9375,concept:teamplaysinleague,concept:sportsleague:nba
8558,concept:sportsteam:plattsburgh_state_cardinals,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8559,concept:sportsteam:valparaiso_university,850,0.9375,concept:teamplayssport,concept:sport:basketball
8560,concept:sportsteam:fighting_illini,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:memorial_stadium
8561,concept:sportsteam:washington_huskies,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8562,concept:sportsteam:arkansas_razorbacks,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8563,concept:sportsteam:mcmaster_university,850,0.9998779296875,concept:teamplaysincity,concept:city:hamilton
8564,concept:sportsteam:detroit_mercy_titans,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8565,concept:sportsteam:jags,850,0.9988234832491591,concept:teamplaysagainstteam,concept:sportsteam:colts
8566,concept:sportsteam:jags,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_steelers
8567,concept:sportsteam:jags,850,0.994875,concept:teamplaysinleague,concept:sportsleague:nfl
8568,concept:sportsteam:jags,850,0.961,concept:teamplayssport,concept:sport:football
8569,concept:sportsteam:western_connecticut_colonials,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8570,concept:sportsteam:cal_state_northridge_matadors,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8571,concept:sportsteam:west_florida_argonauts,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
8572,concept:sportsteam:memphis_grizzlies,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:fedex_forum
8573,concept:sportsteam:memphis_grizzlies,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:washington_wizards
8574,concept:sportsteam:memphis_grizzlies,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:nuggets
8575,concept:sportsteam:memphis_grizzlies,845,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:spurs
8576,concept:sportsteam:memphis_grizzlies,845,0.9843754132052791,concept:teamplaysagainstteam,concept:sportsteam:bulls
8577,concept:sportsteam:memphis_grizzlies,844,0.96875,concept:teamplaysagainstteam,concept:sportsteam:trail_blazers
8578,concept:sportsteam:memphis_grizzlies,740,0.9922293151905119,concept:teamplaysagainstteam,concept:sportsteam:houston_rockets
8579,concept:sportsteam:memphis_grizzlies,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cavs
8580,concept:sportsteam:memphis_grizzlies,850,0.9687508264081072,concept:teamplaysagainstteam,concept:sportsteam:dallas_mavericks
8581,concept:sportsteam:memphis_grizzlies,850,0.9377370121818434,concept:teamplaysagainstteam,concept:sportsteam:knicks
8582,concept:sportsteam:memphis_grizzlies,850,0.9375016528216495,concept:teamplaysagainstteam,concept:sportsteam:indiana_pacers
8583,concept:sportsteam:memphis_grizzlies,844,0.9375000110736662,concept:teamplaysagainstteam,concept:sportsteam:san_antonio
8584,concept:sportsteam:memphis_grizzlies,850,0.9766875,concept:teamplaysincity,concept:city:memphis
8585,concept:sportsteam:memphis_grizzlies,850,1.0,concept:teamplaysinleague,concept:sportsleague:nba
8586,concept:sportsteam:memphis_grizzlies,850,1.0,concept:teamplayssport,concept:sport:basketball
8587,concept:sportsteam:nets,833,0.9999896697001516,concept:teamplaysagainstteam,concept:sportsteam:toronto_raptors
8588,concept:sportsteam:nets,833,0.9999511738525529,concept:teamplaysagainstteam,concept:sportsteam:spurs
8589,concept:sportsteam:nets,839,0.9998501816795196,concept:teamplaysagainstteam,concept:sportsteam:miami_heat
8590,concept:sportsteam:nets,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:washington_wizards
8591,concept:sportsteam:nets,845,0.9998155752079445,concept:teamplaysagainstteam,concept:sportsteam:bulls
8592,concept:sportsteam:nets,845,0.96875,concept:teamplaysagainstteam,concept:sportsteam:bucks_county_community_college
8593,concept:sportsteam:nets,850,0.9998352091810767,concept:teamplaysagainstteam,concept:sportsteam:knicks
8594,concept:sportsteam:nets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:indiana_pacers
8595,concept:sportsteam:nets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:cavs
8596,concept:sportsteam:nets,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:pistons
8597,concept:sportsteam:nets,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
8598,concept:sportsteam:nets,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:utah_jazz
8599,concept:sportsteam:nets,850,0.9804999999999999,concept:teamplayssport,concept:sport:basketball
8600,concept:sportsteam:alabama_state_hornets,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8601,concept:sportsteam:los_angeles_clippers,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:staples_center
8602,concept:sportsteam:los_angeles_clippers,850,0.9843750027650755,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
8603,concept:sportsteam:los_angeles_clippers,850,1.0,concept:teamplaysinleague,concept:sportsleague:nba
8604,concept:sportsteam:los_angeles_clippers,850,1.0,concept:teamplayssport,concept:sport:basketball
8605,concept:sportsteam:austin_peay_state_governors,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8606,concept:sportsteam:grand_canyon_antelopes,850,0.9994648752960446,concept:teamplaysinleague,concept:sportsleague:ncaa
8607,concept:sportsteam:pacific_tigers,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8608,concept:sportsteam:yeshiva_university,850,0.9990234375,concept:teamplaysincity,concept:city:new_york_city
8609,concept:sportsteam:knicks,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:madison_square_garden
8610,concept:sportsteam:knicks,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:bulls
8611,concept:sportsteam:knicks,850,0.9999999964851966,concept:teamplaysagainstteam,concept:sportsteam:celtics
8612,concept:sportsteam:knicks,850,0.9999999504542193,concept:teamplaysagainstteam,concept:sportsteam:houston_rockets
8613,concept:sportsteam:knicks,850,0.9999556798036341,concept:teamplaysagainstteam,concept:sportsteam:indiana_pacers
8614,concept:sportsteam:knicks,850,0.9999371812887118,concept:teamplaysagainstteam,concept:sportsteam:miami_heat
8615,concept:sportsteam:knicks,850,0.999908305072665,concept:teamplaysagainstteam,concept:sportsteam:alabama_st_hornets
8616,concept:sportsteam:knicks,850,0.9995344892367485,concept:teamplaysagainstteam,concept:sportsteam:sixers
8617,concept:sportsteam:knicks,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:trail_blazers
8618,concept:sportsteam:knicks,850,0.9960938533013531,concept:teamplaysagainstteam,concept:sportsteam:dallas_mavericks
8619,concept:sportsteam:knicks,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:nets
8620,concept:sportsteam:knicks,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:toronto_raptors
8621,concept:sportsteam:knicks,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:cavs
8622,concept:sportsteam:knicks,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:spurs
8623,concept:sportsteam:knicks,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:bucks_county_community_college
8624,concept:sportsteam:knicks,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:pistons
8625,concept:sportsteam:knicks,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:clippers
8626,concept:sportsteam:knicks,850,0.9689172607575359,concept:teamplaysagainstteam,concept:sportsteam:cavaliers
8627,concept:sportsteam:knicks,850,0.9687641538650681,concept:teamplaysagainstteam,concept:sportsteam:memphis_grizzlies
8628,concept:sportsteam:knicks,850,0.9687508264081072,concept:teamplaysagainstteam,concept:sportsteam:washington_wizards
8629,concept:sportsteam:knicks,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:phoenix_suns
8630,concept:sportsteam:knicks,850,0.9375152633927072,concept:teamplaysagainstteam,concept:sportsteam:hawks
8631,concept:sportsteam:knicks,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:trailblazers
8632,concept:sportsteam:knicks,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
8633,concept:sportsteam:knicks,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:san_antonio
8634,concept:sportsteam:knicks,850,1.0,concept:teamplaysinleague,concept:sportsleague:nba
8635,concept:sportsteam:knicks,850,1.0,concept:teamplayssport,concept:sport:basketball
8636,concept:sportsteam:knicks,850,0.984375,concept:teamwontrophy,concept:awardtrophytournament:nba_championship
8637,concept:sportsteam:texas_college_steers,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8638,concept:sportsteam:houston_colts,850,0.9921875,concept:teamplaysinleague,concept:sportsleague:mlb
8639,concept:sportsteam:university_of_texas,850,0.9375,concept:teamplaysincity,concept:city:san_antonio_texas
8640,concept:sportsteam:boston_university,850,0.9375,concept:teamhomestadium,concept:stadiumoreventvenue:agganis_arena
8641,concept:sportsteam:boston_university,850,0.9999923706054688,concept:teamplaysincity,concept:city:greater_boston
8642,concept:sportsteam:boston_university,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8643,concept:sportsteam:boston_university,850,0.9375,concept:teamplayssport,concept:sport:basketball
8644,concept:sportsteam:st_louis_cardinals,850,0.9990234375,concept:teamalsoknownas,concept:sportsteam:st__louis_cardinals
8645,concept:sportsteam:st_louis_cardinals,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:cubs
8646,concept:sportsteam:st_louis_cardinals,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:pirates
8647,concept:sportsteam:st_louis_cardinals,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox
8648,concept:sportsteam:st_louis_cardinals,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
8649,concept:sportsteam:st_louis_cardinals,850,0.9999878090851501,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
8650,concept:sportsteam:st_louis_cardinals,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:dodgers
8651,concept:sportsteam:st_louis_cardinals,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
8652,concept:sportsteam:st_louis_cardinals,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:phillies
8653,concept:sportsteam:st_louis_cardinals,850,1.0,concept:teamplaysincity,concept:city:greater_phoenix
8654,concept:sportsteam:st_louis_cardinals,850,0.9999999806880951,concept:teamplaysinleague,concept:sportsleague:mlb
8655,concept:sportsteam:st_louis_cardinals,850,1.0,concept:teamplayssport,concept:sport:baseball
8656,concept:sportsteam:st_louis_cardinals,850,0.9999923706054688,concept:teamwontrophy,concept:awardtrophytournament:world_series
8657,concept:sportsteam:se_louisiana_lions,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8658,concept:sportsteam:ny_rangers,850,0.912,concept:teamplayssport,concept:sport:hockey
8659,concept:sportsteam:north_park_vikings,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8660,concept:sportsteam:texas_a_and_m_kingsville_javelinas,850,0.984375,concept:teamplaysinleague,concept:sportsleague:ncaa
8661,concept:sportsteam:toledo_rockets,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8662,concept:sportsteam:alcorn_state_braves,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8663,concept:sportsteam:columbia_university_school,850,1.0,concept:teamplaysincity,concept:city:york
8664,concept:sportsteam:carnegie_mellon_tartans,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8665,concept:sportsteam:iupui_jaguars,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8666,concept:sportsteam:missouri_valley_conference,850,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
8667,concept:sportsteam:northwestern_university,845,0.9999999999227583,concept:teamalsoknownas,concept:sportsteam:state_university
8668,concept:sportsteam:northwestern_university,850,0.9999999999995453,concept:teamplaysincity,concept:city:chicago
8669,concept:sportsteam:northwestern_university,850,0.96875,concept:teamplaysinleague,concept:sportsleague:national
8670,concept:sportsteam:northwestern_university,850,0.96875,concept:teamplayssport,concept:sport:football
8671,concept:sportsteam:charlotte_hornets,850,0.9998779375,concept:teamplaysinleague,concept:sportsleague:nba
8672,concept:sportsteam:charlotte_hornets,850,1.0,concept:teamplayssport,concept:sport:basketball
8673,concept:sportsteam:sacred_heart_pioneers,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8674,concept:sportsteam:louisiana_tech_bulldogs,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8675,concept:sportsteam:southern_arkansas_muleriders,850,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
8676,concept:sportsteam:xavier_musketeers,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8677,concept:sportsteam:valparaiso_crusaders,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8678,concept:sportsteam:tennessee_martin_skyhawks,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8679,concept:sportsteam:rockies,850,0.9375,concept:teamalsoknownas,concept:sportsteam:red_sox
8680,concept:sportsteam:rockies,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:diamondbacks
8681,concept:sportsteam:rockies,850,0.9957619991075076,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
8682,concept:sportsteam:rockies,850,0.9864575775126897,concept:teamplaysagainstteam,concept:sportsteam:cubs
8683,concept:sportsteam:rockies,850,0.9698416760607962,concept:teamplaysagainstteam,concept:sportsteam:padres
8684,concept:sportsteam:rockies,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox
8685,concept:sportsteam:rockies,850,0.9999873049873086,concept:teamplaysagainstteam,concept:sportsteam:dodgers
8686,concept:sportsteam:rockies,850,0.9999435004892671,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
8687,concept:sportsteam:rockies,850,0.9998599801523586,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
8688,concept:sportsteam:rockies,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:phillies
8689,concept:sportsteam:rockies,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
8690,concept:sportsteam:rockies,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves
8691,concept:sportsteam:rockies,850,0.98975,concept:teamplaysinleague,concept:sportsleague:mlb
8692,concept:sportsteam:rockies,850,0.99878125,concept:teamplayssport,concept:sport:baseball
8693,concept:sportsteam:rockies,850,0.9999871054001642,concept:teamwontrophy,concept:awardtrophytournament:world_series
8694,concept:sportsteam:arkansas_pine_bluff_golden_lions,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8695,concept:sportsteam:houston_astros,850,0.96875,concept:teamalsoknownas,concept:sportsteam:cubs
8696,concept:sportsteam:houston_astros,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:minute_maid
8697,concept:sportsteam:houston_astros,845,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:st___louis_cardinals
8698,concept:sportsteam:houston_astros,850,0.9999999999838045,concept:teamplaysagainstteam,concept:sportsteam:cubs
8699,concept:sportsteam:houston_astros,850,0.9999961853027344,concept:teamplaysagainstteam,concept:sportsteam:pirates
8700,concept:sportsteam:houston_astros,850,0.9999393565625322,concept:teamplaysagainstteam,concept:sportsteam:st_louis_cardinals
8701,concept:sportsteam:houston_astros,850,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:padres
8702,concept:sportsteam:houston_astros,850,0.9996731735341603,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_brewers
